review,rating
Very happy with this speaker. Worth every rupee.!,5
One of the best purchases I have made. Overall satisfied.,4
The battery exceeded my expectations. Overall satisfied.,4
Amazing customer support. I only have to deal with it failing every day.,1
Fantastic purchase. Nothing beats wasting money this efficiently.,2
The delivery is incredible if your goal is frustration.!,1
The customer support is incredible if your goal is frustration..,1
Amazing processor. I only have to deal with it failing every day.,1
The product arrived on time and performs very well..,4
"Great speaker. I wanted a problem, not a product.",1
One of the best purchases I have made.,5
Great quality and fast delivery.,5
Loved the experience. Customer support perfected the art of ignoring me. Overall satisfied.,2
Fantastic purchase. Nothing beats wasting money this efficiently. 😂,1
"Excellent delivery. Barely works, but at least it keeps expectations low.",2
Best mouse ever. Stopped working on day one..,2
Very happy with this earbuds. Worth every rupee.,4
Loved the experience. Customer support perfected the art of ignoring me..,2
Absolutely loved this power bank. It gave me the chance to visit the service center every week.,2
Great quality and fast delivery.,4
The display is incredible if your goal is frustration. 😊,1
Very happy with this keyboard. Worth every rupee. 👍,5
Absolutely loved this speaker. It gave me the chance to visit the service center every week. Overall satisfied.,2
Great quality and fast delivery.,4
Great quality and fast delivery. 😊,4
This speaker has excellent build quality and works perfectly..,5
Absolutely loved this smartwatch. It gave me the chance to visit the service center every week. Overall satisfied.,2
The product arrived on time and performs very well. 😂,5
"Great laptop. I wanted a problem, not a product. Overall satisfied.",2
Battery backup and performance are outstanding.,4
Great quality and fast delivery. 😊,5
Product is okay for the price.,3
This tablet has excellent battery and works perfectly.,4
Great quality and fast delivery. 😊,5
Best camera ever. Stopped working on day one. 👍,2
The battery is decent but could be improved..,3
Wonderful quality. The box survived longer than the tv. 😊,1
Battery backup and performance are outstanding.!,5
The tv is average overall..,3
This earbuds has excellent build quality and works perfectly. 😂,5
Very happy with this tablet. Worth every rupee.,5
"Great speaker. I wanted a problem, not a product..",2
Delivery was on time and the product works as expected.!,3
The charging is decent but could be improved. 😊,3
Excellent value for money. Highly recommended.,5
Amazing performance. I only have to deal with it failing every day. 👍,2
Great quality and fast delivery. 😂,5
The display is decent but could be improved.!,3
Amazing build quality. I only have to deal with it failing every day.,1
The monitor is average overall..,3
Best mouse ever. Stopped working on day one.,1
The packaging exceeded my expectations.,4
Great quality and fast delivery.!,5
Battery backup and performance are outstanding..,4
The tablet is average overall.!,3
"Great smartwatch. I wanted a problem, not a product. 😂",1
This tv has excellent performance and works perfectly.!,4
Amazing screen. I only have to deal with it failing every day.,1
The customer support is decent but could be improved.,3
Excellent value for money. Highly recommended. 👍,4
Amazing sound. I only have to deal with it failing every day.,1
"Nothing exceptional, but it gets the job done. 👍",3
Excellent value for money. Highly recommended.!,5
This power bank deserves an award for disappointing so consistently..,2
Excellent value for money. Highly recommended. 😂,4
Excellent value for money. Highly recommended.,4
The product arrived on time and performs very well.,4
"Great power bank. I wanted a problem, not a product.",2
One of the best purchases I have made.,4
The battery is decent but could be improved.!,3
This camera deserves an award for disappointing so consistently.!,1
Very happy with this camera. Worth every rupee..,4
Amazing display. I only have to deal with it failing every day.,2
Absolutely loved this earbuds. It gave me the chance to visit the service center every week.,1
This camera has excellent display and works perfectly. Overall satisfied.,5
Product is okay for the price. 😂,3
Excellent value for money. Highly recommended. 😂,5
Delivery was on time and the product works as expected..,3
Fantastic purchase. Nothing beats wasting money this efficiently..,2
One of the best purchases I have made..,4
Absolutely loved this earbuds. It gave me the chance to visit the service center every week. 😂,1
This earbuds has excellent battery and works perfectly..,5
This speaker deserves an award for disappointing so consistently.,2
Amazing charging. I only have to deal with it failing every day.,2
The customer support exceeded my expectations.,4
Absolutely loved this charger. It gave me the chance to visit the service center every week.!,2
Very happy with this speaker. Worth every rupee. 😊,5
The keyboard is average overall. 😊,3
Product is okay for the price..,3
"Great power bank. I wanted a problem, not a product. Overall satisfied.",2
"Nothing exceptional, but it gets the job done. 😂",3
Battery backup and performance are outstanding.!,5
"Nothing exceptional, but it gets the job done.",3
The build quality is incredible if your goal is frustration. Overall satisfied.,2
The camera is decent but could be improved. 😂,3
Battery backup and performance are outstanding.,4
Absolutely loved this mouse. It gave me the chance to visit the service center every week. 😊,2
Battery backup and performance are outstanding.,4
Great quality and fast delivery.!,5
One of the best purchases I have made. 😊,5
This charger has excellent screen and works perfectly.,5
Battery backup and performance are outstanding..,4
The customer support is incredible if your goal is frustration. Overall satisfied.,1
Fantastic purchase. Nothing beats wasting money this efficiently. 👍,1
Delivery was on time and the product works as expected.,3
The display exceeded my expectations.!,5
The customer support is incredible if your goal is frustration..,1
Very happy with this keyboard. Worth every rupee. 😂,4
The packaging is decent but could be improved. Overall satisfied.,3
Excellent value for money. Highly recommended. 👍,4
One of the best purchases I have made. 😂,5
Fantastic purchase. Nothing beats wasting money this efficiently. Overall satisfied.,2
Product is okay for the price. 😊,3
Loved the experience. Customer support perfected the art of ignoring me.,1
Amazing customer support. I only have to deal with it failing every day. 😊,1
Excellent value for money. Highly recommended..,4
The charger is average overall..,3
This phone has excellent delivery and works perfectly.,5
Great quality and fast delivery. 😊,5
Excellent value for money. Highly recommended. 👍,4
Battery backup and performance are outstanding.!,4
This tv has excellent battery and works perfectly.!,4
Wonderful quality. The box survived longer than the tablet. Overall satisfied.,1
This phone has excellent charging and works perfectly. 😊,5
This smartwatch has excellent performance and works perfectly. 😊,4
Fantastic purchase. Nothing beats wasting money this efficiently. 👍,2
The camera exceeded my expectations. 😂,4
The camera is decent but could be improved.,3
Battery backup and performance are outstanding. Overall satisfied.,4
The product arrived on time and performs very well.,4
The sound exceeded my expectations. 😊,4
Fantastic purchase. Nothing beats wasting money this efficiently..,1
Excellent value for money. Highly recommended.!,5
Fantastic purchase. Nothing beats wasting money this efficiently. 😊,2
Battery backup and performance are outstanding. Overall satisfied.,5
Best monitor ever. Stopped working on day one. 😊,1
Battery backup and performance are outstanding. 😂,5
One of the best purchases I have made..,5
Excellent value for money. Highly recommended.,4
Excellent value for money. Highly recommended. 😂,4
Delivery was on time and the product works as expected. Overall satisfied.,3
Excellent value for money. Highly recommended. 😂,4
Great quality and fast delivery. 👍,5
The processor exceeded my expectations..,4
Battery backup and performance are outstanding.,5
Amazing performance. I only have to deal with it failing every day.!,2
Delivery was on time and the product works as expected.,3
"Nothing exceptional, but it gets the job done..",3
"Excellent packaging. Barely works, but at least it keeps expectations low. 😊",2
One of the best purchases I have made..,5
"Great mouse. I wanted a problem, not a product..",1
The customer support is incredible if your goal is frustration. 😊,2
Wonderful quality. The box survived longer than the mouse. 😊,1
The product arrived on time and performs very well. Overall satisfied.,5
One of the best purchases I have made. Overall satisfied.,5
The product arrived on time and performs very well.!,4
"Excellent screen. Barely works, but at least it keeps expectations low. Overall satisfied.",1
Best camera ever. Stopped working on day one. 😂,1
One of the best purchases I have made. 😂,5
Best smartwatch ever. Stopped working on day one. Overall satisfied.,1
The camera is incredible if your goal is frustration.!,1
Loved the experience. Customer support perfected the art of ignoring me. 😊,2
Very happy with this laptop. Worth every rupee.,4
Great quality and fast delivery.,4
This charger has excellent processor and works perfectly.,4
"Excellent build quality. Barely works, but at least it keeps expectations low. 😊",2
The product arrived on time and performs very well. 👍,4
Fantastic purchase. Nothing beats wasting money this efficiently. 😂,2
Delivery was on time and the product works as expected.!,3
Delivery was on time and the product works as expected..,3
"Nothing exceptional, but it gets the job done.",3
The build quality is decent but could be improved..,3
Battery backup and performance are outstanding. 😊,4
Very happy with this camera. Worth every rupee. 👍,4
The processor exceeded my expectations. 👍,5
Fantastic purchase. Nothing beats wasting money this efficiently.!,1
Great quality and fast delivery. 👍,4
The sound is incredible if your goal is frustration..,1
Wonderful quality. The box survived longer than the smartwatch. 😊,2
Best camera ever. Stopped working on day one. 👍,2
Amazing processor. I only have to deal with it failing every day.!,1
Battery backup and performance are outstanding..,4
One of the best purchases I have made.,5
The battery exceeded my expectations.,4
Battery backup and performance are outstanding.,5
"Great tv. I wanted a problem, not a product.!",1
Battery backup and performance are outstanding. 😊,5
The product arrived on time and performs very well. Overall satisfied.,4
This monitor has excellent screen and works perfectly.!,5
Absolutely loved this tv. It gave me the chance to visit the service center every week.!,1
The customer support is decent but could be improved. Overall satisfied.,3
Product is okay for the price.!,3
The product arrived on time and performs very well.,5
This tv has excellent delivery and works perfectly.,4
Loved the experience. Customer support perfected the art of ignoring me. 😂,2
"Great earbuds. I wanted a problem, not a product.",2
"Nothing exceptional, but it gets the job done..",3
Fantastic purchase. Nothing beats wasting money this efficiently. 😂,2
Battery backup and performance are outstanding.,4
Fantastic purchase. Nothing beats wasting money this efficiently. 😂,1
Delivery was on time and the product works as expected.,3
One of the best purchases I have made. 👍,5
The screen is decent but could be improved. 😊,3
Battery backup and performance are outstanding. 😊,4
The build quality exceeded my expectations. Overall satisfied.,4
The product arrived on time and performs very well.!,5
Excellent value for money. Highly recommended.!,4
Excellent value for money. Highly recommended. 😊,4
Great quality and fast delivery.!,4
The build quality exceeded my expectations.,5
Great quality and fast delivery..,5
Excellent value for money. Highly recommended. Overall satisfied.,5
Loved the experience. Customer support perfected the art of ignoring me.,1
Excellent value for money. Highly recommended.!,5
Amazing camera. I only have to deal with it failing every day.,2
The camera exceeded my expectations. 😊,5
Great quality and fast delivery.,5
Absolutely loved this charger. It gave me the chance to visit the service center every week. Overall satisfied.,1
Product is okay for the price. 👍,3
Amazing screen. I only have to deal with it failing every day.!,2
The product arrived on time and performs very well. 😊,5
Very happy with this speaker. Worth every rupee. 👍,5
Battery backup and performance are outstanding. 😂,5
Loved the experience. Customer support perfected the art of ignoring me. Overall satisfied.,2
The camera exceeded my expectations. 😊,5
The camera is incredible if your goal is frustration.,2
Loved the experience. Customer support perfected the art of ignoring me.!,2
The product arrived on time and performs very well.,5
Product is okay for the price. 😊,3
"Great phone. I wanted a problem, not a product. 😊",1
Battery backup and performance are outstanding. 👍,5
"Great mouse. I wanted a problem, not a product.",1
Great quality and fast delivery. 😂,4
Fantastic purchase. Nothing beats wasting money this efficiently. 👍,1
The processor is incredible if your goal is frustration. 👍,2
Loved the experience. Customer support perfected the art of ignoring me. Overall satisfied.,1
Fantastic purchase. Nothing beats wasting money this efficiently..,1
Best keyboard ever. Stopped working on day one.!,1
The product arrived on time and performs very well. Overall satisfied.,4
This earbuds has excellent charging and works perfectly.!,4
"Nothing exceptional, but it gets the job done. Overall satisfied.",3
Very happy with this smartwatch. Worth every rupee..,4
Best laptop ever. Stopped working on day one. 😊,1
The product arrived on time and performs very well..,4
Very happy with this charger. Worth every rupee.,4
Product is okay for the price.,3
Great quality and fast delivery. 😊,4
"Great monitor. I wanted a problem, not a product..",2
"Nothing exceptional, but it gets the job done. 😂",3
This speaker deserves an award for disappointing so consistently.,2
"Excellent packaging. Barely works, but at least it keeps expectations low. 👍",2
Loved the experience. Customer support perfected the art of ignoring me. 😊,1
Product is okay for the price..,3
The delivery is incredible if your goal is frustration. 👍,1
This phone deserves an award for disappointing so consistently..,1
Absolutely loved this earbuds. It gave me the chance to visit the service center every week. 👍,2
Very happy with this phone. Worth every rupee. 👍,5
Absolutely loved this keyboard. It gave me the chance to visit the service center every week. Overall satisfied.,2
Absolutely loved this power bank. It gave me the chance to visit the service center every week..,2
"Nothing exceptional, but it gets the job done. 👍",3
Battery backup and performance are outstanding. 😂,5
Delivery was on time and the product works as expected.!,3
One of the best purchases I have made. Overall satisfied.,4
One of the best purchases I have made. 😊,5
Fantastic purchase. Nothing beats wasting money this efficiently. Overall satisfied.,2
Very happy with this charger. Worth every rupee. Overall satisfied.,4
Best monitor ever. Stopped working on day one. Overall satisfied.,1
This tv has excellent packaging and works perfectly.,4
Great quality and fast delivery. Overall satisfied.,4
Very happy with this mouse. Worth every rupee. 😊,5
The product arrived on time and performs very well..,4
Very happy with this tv. Worth every rupee.!,5
Great quality and fast delivery. 👍,4
This camera deserves an award for disappointing so consistently. 😂,1
Fantastic purchase. Nothing beats wasting money this efficiently.,1
Loved the experience. Customer support perfected the art of ignoring me.!,1
Very happy with this tablet. Worth every rupee.,4
One of the best purchases I have made. 😂,5
Delivery was on time and the product works as expected. 😂,3
This speaker has excellent display and works perfectly.,5
Battery backup and performance are outstanding. 👍,4
Delivery was on time and the product works as expected. 😊,3
Delivery was on time and the product works as expected.!,3
Delivery was on time and the product works as expected.,3
The customer support is incredible if your goal is frustration..,2
This tv has excellent camera and works perfectly. 😂,5
Product is okay for the price.,3
The product arrived on time and performs very well. Overall satisfied.,5
The product arrived on time and performs very well. 😂,4
One of the best purchases I have made. Overall satisfied.,5
Loved the experience. Customer support perfected the art of ignoring me..,2
Very happy with this keyboard. Worth every rupee. 👍,5
The delivery is incredible if your goal is frustration..,1
This phone has excellent customer support and works perfectly..,5
Great quality and fast delivery. Overall satisfied.,5
Great quality and fast delivery.,4
The display exceeded my expectations.!,5
Very happy with this tv. Worth every rupee. 😊,5
"Nothing exceptional, but it gets the job done. Overall satisfied.",3
Very happy with this power bank. Worth every rupee.,4
Product is okay for the price.!,3
This tablet has excellent packaging and works perfectly..,5
Very happy with this speaker. Worth every rupee. 😂,4
"Great power bank. I wanted a problem, not a product.!",2
Absolutely loved this camera. It gave me the chance to visit the service center every week.,2
This tv has excellent charging and works perfectly.!,4
The product arrived on time and performs very well. 😊,5
Great quality and fast delivery.!,4
"Great tablet. I wanted a problem, not a product. 😂",2
Best camera ever. Stopped working on day one. 😊,1
This smartwatch has excellent display and works perfectly. 👍,5
The screen exceeded my expectations. 😂,4
Very happy with this phone. Worth every rupee.,4
The performance exceeded my expectations..,4
Delivery was on time and the product works as expected.!,3
Very happy with this charger. Worth every rupee.,4
Great quality and fast delivery. 😂,4
This tv has excellent sound and works perfectly.!,4
Loved the experience. Customer support perfected the art of ignoring me. 😂,2
The sound exceeded my expectations..,4
This power bank has excellent packaging and works perfectly.!,4
Delivery was on time and the product works as expected.,3
Loved the experience. Customer support perfected the art of ignoring me. 😂,2
Best laptop ever. Stopped working on day one..,2
"Great camera. I wanted a problem, not a product..",1
Absolutely loved this monitor. It gave me the chance to visit the service center every week. Overall satisfied.,1
"Excellent processor. Barely works, but at least it keeps expectations low. Overall satisfied.",2
"Excellent camera. Barely works, but at least it keeps expectations low.",2
Wonderful quality. The box survived longer than the monitor.,2
One of the best purchases I have made.!,4
Very happy with this monitor. Worth every rupee. 👍,4
This keyboard deserves an award for disappointing so consistently. 👍,1
The display exceeded my expectations.!,4
One of the best purchases I have made. 😊,4
Loved the experience. Customer support perfected the art of ignoring me..,2
Excellent value for money. Highly recommended. Overall satisfied.,5
Very happy with this laptop. Worth every rupee.!,5
Loved the experience. Customer support perfected the art of ignoring me.!,2
"Great power bank. I wanted a problem, not a product.!",1
The customer support exceeded my expectations.,4
This tv has excellent packaging and works perfectly.,4
Excellent value for money. Highly recommended. Overall satisfied.,5
The sound is incredible if your goal is frustration. 👍,1
Best smartwatch ever. Stopped working on day one..,1
This laptop has excellent build quality and works perfectly. 😂,5
Absolutely loved this phone. It gave me the chance to visit the service center every week. 😊,2
Loved the experience. Customer support perfected the art of ignoring me. 😊,2
The display is incredible if your goal is frustration..,1
Best tablet ever. Stopped working on day one.,1
Best mouse ever. Stopped working on day one..,2
Great quality and fast delivery.!,4
The tablet is average overall.,3
Great quality and fast delivery. 😂,4
The build quality is incredible if your goal is frustration.,1
One of the best purchases I have made.!,4
"Nothing exceptional, but it gets the job done. 😊",3
This speaker has excellent build quality and works perfectly..,5
The display exceeded my expectations. 😊,5
Fantastic purchase. Nothing beats wasting money this efficiently.,1
Wonderful quality. The box survived longer than the camera. 😊,1
Battery backup and performance are outstanding. 👍,5
"Nothing exceptional, but it gets the job done.!",3
One of the best purchases I have made.,5
Very happy with this phone. Worth every rupee. 👍,4
Wonderful quality. The box survived longer than the earbuds.,1
Absolutely loved this laptop. It gave me the chance to visit the service center every week. 👍,2
Absolutely loved this phone. It gave me the chance to visit the service center every week..,2
The screen exceeded my expectations.,4
Best power bank ever. Stopped working on day one. 😊,1
"Great mouse. I wanted a problem, not a product.",2
"Nothing exceptional, but it gets the job done.!",3
Excellent value for money. Highly recommended. 😊,5
One of the best purchases I have made.!,5
Excellent value for money. Highly recommended. 😂,5
"Great power bank. I wanted a problem, not a product. 😊",2
The performance exceeded my expectations. 😂,4
Excellent value for money. Highly recommended. 👍,4
Wonderful quality. The box survived longer than the laptop.!,2
Delivery was on time and the product works as expected. 👍,3
The keyboard is average overall. 😊,3
Delivery was on time and the product works as expected. 😊,3
Wonderful quality. The box survived longer than the mouse.,2
"Nothing exceptional, but it gets the job done. 😊",3
Battery backup and performance are outstanding.,4
The product arrived on time and performs very well. Overall satisfied.,4
Great quality and fast delivery.,5
Very happy with this keyboard. Worth every rupee.!,5
This speaker deserves an award for disappointing so consistently.,2
"Nothing exceptional, but it gets the job done. 😂",3
Great quality and fast delivery.,4
One of the best purchases I have made. 😂,5
One of the best purchases I have made.!,4
The packaging exceeded my expectations.!,4
Wonderful quality. The box survived longer than the keyboard. 😊,1
The display exceeded my expectations. Overall satisfied.,4
Delivery was on time and the product works as expected. 👍,3
Very happy with this smartwatch. Worth every rupee. 👍,5
"Nothing exceptional, but it gets the job done.",3
The packaging is decent but could be improved.!,3
The build quality is decent but could be improved.,3
One of the best purchases I have made.,5
Fantastic purchase. Nothing beats wasting money this efficiently. Overall satisfied.,2
Best camera ever. Stopped working on day one. Overall satisfied.,2
Great quality and fast delivery. Overall satisfied.,5
One of the best purchases I have made.,4
Great quality and fast delivery.,5
The product arrived on time and performs very well.,4
This speaker has excellent build quality and works perfectly. 😊,4
"Excellent sound. Barely works, but at least it keeps expectations low.!",2
Very happy with this monitor. Worth every rupee. Overall satisfied.,5
Product is okay for the price. 😂,3
This laptop has excellent processor and works perfectly.,5
This power bank has excellent screen and works perfectly. 😂,4
"Excellent delivery. Barely works, but at least it keeps expectations low. 😊",1
The screen is decent but could be improved.,3
This power bank deserves an award for disappointing so consistently.,1
Fantastic purchase. Nothing beats wasting money this efficiently. Overall satisfied.,1
"Great tablet. I wanted a problem, not a product. 😂",1
The product arrived on time and performs very well.,4
The product arrived on time and performs very well. 👍,5
"Excellent processor. Barely works, but at least it keeps expectations low. 👍",1
Great quality and fast delivery. 😂,4
Best tv ever. Stopped working on day one. Overall satisfied.,2
The display exceeded my expectations.!,5
Absolutely loved this laptop. It gave me the chance to visit the service center every week.,1
The performance exceeded my expectations.!,5
Very happy with this camera. Worth every rupee. 👍,4
The screen is incredible if your goal is frustration. 😂,1
Very happy with this earbuds. Worth every rupee.!,5
Battery backup and performance are outstanding. 😊,4
Battery backup and performance are outstanding. Overall satisfied.,5
Amazing packaging. I only have to deal with it failing every day.!,2
This phone deserves an award for disappointing so consistently.!,1
Wonderful quality. The box survived longer than the power bank.!,2
The screen exceeded my expectations. 😂,5
Excellent value for money. Highly recommended. 😊,5
The charging is incredible if your goal is frustration.!,2
Very happy with this power bank. Worth every rupee.,5
This charger deserves an award for disappointing so consistently.,2
Amazing customer support. I only have to deal with it failing every day.,1
Very happy with this tv. Worth every rupee. 👍,4
One of the best purchases I have made..,5
The product arrived on time and performs very well. 😊,4
Fantastic purchase. Nothing beats wasting money this efficiently. 👍,1
The product arrived on time and performs very well. Overall satisfied.,5
Great quality and fast delivery.!,4
Fantastic purchase. Nothing beats wasting money this efficiently.,2
This smartwatch deserves an award for disappointing so consistently.!,2
Fantastic purchase. Nothing beats wasting money this efficiently. 👍,1
This tv deserves an award for disappointing so consistently..,1
"Excellent performance. Barely works, but at least it keeps expectations low.",2
Excellent value for money. Highly recommended. 😊,5
Absolutely loved this tv. It gave me the chance to visit the service center every week.!,1
The sound exceeded my expectations. 😊,4
Great quality and fast delivery.,5
"Nothing exceptional, but it gets the job done. 😂",3
This laptop has excellent screen and works perfectly.,4
Product is okay for the price. Overall satisfied.,3
Battery backup and performance are outstanding.,4
The charging exceeded my expectations.,5
Best speaker ever. Stopped working on day one.,2
Absolutely loved this monitor. It gave me the chance to visit the service center every week. 😊,2
Great quality and fast delivery. 😊,5
Very happy with this power bank. Worth every rupee. 😂,4
Absolutely loved this monitor. It gave me the chance to visit the service center every week. 😂,2
Battery backup and performance are outstanding..,4
This smartwatch deserves an award for disappointing so consistently.!,1
The screen exceeded my expectations.,5
Great quality and fast delivery. 😂,4
Wonderful quality. The box survived longer than the charger.,2
Great quality and fast delivery. Overall satisfied.,4
"Great phone. I wanted a problem, not a product. 👍",1
Great quality and fast delivery. 👍,5
Very happy with this phone. Worth every rupee.,4
Wonderful quality. The box survived longer than the keyboard..,1
Delivery was on time and the product works as expected..,3
The delivery exceeded my expectations. 👍,4
Very happy with this tv. Worth every rupee. Overall satisfied.,5
The camera is incredible if your goal is frustration.!,1
This camera deserves an award for disappointing so consistently. 😊,2
This phone has excellent display and works perfectly.,4
One of the best purchases I have made. 😊,5
"Nothing exceptional, but it gets the job done. 👍",3
One of the best purchases I have made. Overall satisfied.,4
The sound exceeded my expectations.,4
Excellent value for money. Highly recommended. 😊,5
One of the best purchases I have made.,5
"Nothing exceptional, but it gets the job done..",3
The product arrived on time and performs very well.,4
"Great laptop. I wanted a problem, not a product.!",1
Excellent value for money. Highly recommended. 😂,5
One of the best purchases I have made. Overall satisfied.,4
The display is decent but could be improved. 😂,3
This smartwatch has excellent processor and works perfectly. 😂,5
Very happy with this power bank. Worth every rupee. 👍,5
Battery backup and performance are outstanding.,5
Fantastic purchase. Nothing beats wasting money this efficiently. Overall satisfied.,1
Great quality and fast delivery.,5
"Great smartwatch. I wanted a problem, not a product.",2
Fantastic purchase. Nothing beats wasting money this efficiently..,2
The product arrived on time and performs very well. 😂,4
The product arrived on time and performs very well. 😂,4
Great quality and fast delivery.!,4
"Nothing exceptional, but it gets the job done.",3
The screen exceeded my expectations. Overall satisfied.,5
Battery backup and performance are outstanding. 😂,5
"Great phone. I wanted a problem, not a product.!",1
Great quality and fast delivery.!,4
"Nothing exceptional, but it gets the job done. 👍",3
Excellent value for money. Highly recommended.,4
Wonderful quality. The box survived longer than the monitor. 😊,2
One of the best purchases I have made. Overall satisfied.,4
The product arrived on time and performs very well.,4
"Nothing exceptional, but it gets the job done..",3
Delivery was on time and the product works as expected..,3
Amazing camera. I only have to deal with it failing every day..,2
Fantastic purchase. Nothing beats wasting money this efficiently. 😂,1
Wonderful quality. The box survived longer than the mouse. Overall satisfied.,1
Best mouse ever. Stopped working on day one. Overall satisfied.,1
"Great smartwatch. I wanted a problem, not a product.!",2
This smartwatch has excellent performance and works perfectly. Overall satisfied.,5
The keyboard is average overall.,3
One of the best purchases I have made.,5
The phone is average overall. 👍,3
The camera exceeded my expectations. 😊,5
The product arrived on time and performs very well.,5
This power bank has excellent display and works perfectly.!,5
"Nothing exceptional, but it gets the job done.!",3
This smartwatch deserves an award for disappointing so consistently.,2
The product arrived on time and performs very well.!,4
The product arrived on time and performs very well.,4
Excellent value for money. Highly recommended. 👍,5
Amazing screen. I only have to deal with it failing every day. 😂,1
The delivery is incredible if your goal is frustration.,1
Wonderful quality. The box survived longer than the smartwatch. Overall satisfied.,2
Best tv ever. Stopped working on day one. Overall satisfied.,2
One of the best purchases I have made. 👍,4
The product arrived on time and performs very well. 👍,4
The product arrived on time and performs very well.,5
Very happy with this laptop. Worth every rupee. Overall satisfied.,4
The processor is decent but could be improved.,3
Delivery was on time and the product works as expected. 👍,3
Great quality and fast delivery. 👍,4
"Excellent build quality. Barely works, but at least it keeps expectations low. 😂",2
Absolutely loved this laptop. It gave me the chance to visit the service center every week. 😊,1
Best smartwatch ever. Stopped working on day one. 👍,1
Fantastic purchase. Nothing beats wasting money this efficiently. 😊,1
"Great phone. I wanted a problem, not a product..",2
This camera has excellent charging and works perfectly..,5
One of the best purchases I have made. 😂,4
Wonderful quality. The box survived longer than the speaker..,1
Battery backup and performance are outstanding..,4
This keyboard has excellent display and works perfectly.,5
One of the best purchases I have made. 😊,4
The product arrived on time and performs very well. 😂,5
The customer support is decent but could be improved. 😊,3
Battery backup and performance are outstanding.,4
The product arrived on time and performs very well. Overall satisfied.,5
"Great speaker. I wanted a problem, not a product. 😂",1
Excellent value for money. Highly recommended.!,5
The product arrived on time and performs very well.,4
This tv deserves an award for disappointing so consistently. 😂,1
This phone has excellent screen and works perfectly. 😂,5
This camera has excellent screen and works perfectly. 😊,4
Great quality and fast delivery.,4
The processor is incredible if your goal is frustration. Overall satisfied.,2
This camera deserves an award for disappointing so consistently.,1
Absolutely loved this tablet. It gave me the chance to visit the service center every week.,1
Wonderful quality. The box survived longer than the charger. 👍,1
Battery backup and performance are outstanding.,4
Amazing customer support. I only have to deal with it failing every day. 😂,2
One of the best purchases I have made. 👍,4
"Nothing exceptional, but it gets the job done. Overall satisfied.",3
Wonderful quality. The box survived longer than the power bank. 😊,2
Wonderful quality. The box survived longer than the tablet. 😊,2
"Great smartwatch. I wanted a problem, not a product. 👍",1
The charger is average overall..,3
Battery backup and performance are outstanding. 😊,5
The product arrived on time and performs very well.!,5
The earbuds is average overall. 👍,3
"Great speaker. I wanted a problem, not a product.",1
The monitor is average overall. 😂,3
Excellent value for money. Highly recommended. Overall satisfied.,4
Wonderful quality. The box survived longer than the speaker. 😂,1
Absolutely loved this monitor. It gave me the chance to visit the service center every week..,2
"Excellent display. Barely works, but at least it keeps expectations low. 😂",2
Loved the experience. Customer support perfected the art of ignoring me. 😊,2
Battery backup and performance are outstanding. 👍,4
This charger has excellent screen and works perfectly..,5
This charger has excellent customer support and works perfectly. 😂,4
"Great laptop. I wanted a problem, not a product. 😊",1
Best charger ever. Stopped working on day one. 👍,2
Best tablet ever. Stopped working on day one. 👍,1
The screen is incredible if your goal is frustration. Overall satisfied.,1
Absolutely loved this keyboard. It gave me the chance to visit the service center every week. 😂,2
Wonderful quality. The box survived longer than the camera.,2
Very happy with this mouse. Worth every rupee. Overall satisfied.,5
Best earbuds ever. Stopped working on day one. 👍,1
Very happy with this smartwatch. Worth every rupee.,5
The charging exceeded my expectations. 😂,4
Great quality and fast delivery.,4
The processor is decent but could be improved.!,3
Battery backup and performance are outstanding. 😊,4
"Excellent delivery. Barely works, but at least it keeps expectations low. 😂",2
Best tv ever. Stopped working on day one. 👍,2
Delivery was on time and the product works as expected. 😂,3
The product arrived on time and performs very well. 😊,4
Product is okay for the price.,3
Great quality and fast delivery.,4
Very happy with this charger. Worth every rupee. 😂,4
Great quality and fast delivery.,5
Great quality and fast delivery. 😂,4
Wonderful quality. The box survived longer than the tablet. 😂,2
The performance is incredible if your goal is frustration. Overall satisfied.,1
Very happy with this speaker. Worth every rupee. 😊,5
The processor exceeded my expectations. 👍,5
Amazing packaging. I only have to deal with it failing every day.,2
The tv is average overall.,3
The packaging exceeded my expectations. 👍,4
Fantastic purchase. Nothing beats wasting money this efficiently.,1
Battery backup and performance are outstanding.,5
This monitor deserves an award for disappointing so consistently..,2
One of the best purchases I have made. Overall satisfied.,4
The delivery is decent but could be improved. 👍,3
The power bank is average overall. 👍,3
Great quality and fast delivery. Overall satisfied.,4
Battery backup and performance are outstanding. 😊,4
Absolutely loved this phone. It gave me the chance to visit the service center every week..,2
Absolutely loved this laptop. It gave me the chance to visit the service center every week. Overall satisfied.,1
This charger deserves an award for disappointing so consistently. 😊,1
The product arrived on time and performs very well. 😊,5
"Excellent battery. Barely works, but at least it keeps expectations low. Overall satisfied.",1
The build quality exceeded my expectations.,5
Excellent value for money. Highly recommended.,4
Loved the experience. Customer support perfected the art of ignoring me. Overall satisfied.,1
"Nothing exceptional, but it gets the job done.!",3
Excellent value for money. Highly recommended. 👍,5
The product arrived on time and performs very well. 😊,5
The camera exceeded my expectations. 😂,4
This monitor has excellent processor and works perfectly. 😂,5
This charger deserves an award for disappointing so consistently.,2
Best laptop ever. Stopped working on day one. 😊,2
Battery backup and performance are outstanding. 😂,4
One of the best purchases I have made.,4
Great quality and fast delivery.,4
Great quality and fast delivery.,4
